cluster 0 gene,cluster 0 score,cluster 1 gene,cluster 1 score,cluster 2 gene,cluster 2 score,cluster 3 gene,cluster 3 score,cluster 4 gene,cluster 4 score,cluster 5 gene,cluster 5 score,cluster 6 gene,cluster 6 score,cluster 7 gene,cluster 7 score,cluster 8 gene,cluster 8 score,cluster 9 gene,cluster 9 score,cluster 10 gene,cluster 10 score,cluster 11 gene,cluster 11 score
Tpx2,15.47038,Gm2366,0.17247103,Gm26578,0.21804893,Scamp1,16.232342,Fam98a,18.367867,4930562A09Rik,-0.082172886,Riok1,14.116997,Iscu,7.466124,Zdhhc16,7.5298905,Elovl5,16.008825,Fbxo40,-0.033124477,Cnppd1,1.964257
Hnrnph3,15.468214,Gm15492,0.1709291,Fam101a,0.21614435,Rab12,16.230326,1110008P14Rik,18.360565,Nyx,-0.082174316,Ssr1,14.113126,Kif15,7.4623203,Paip2b,7.527382,Rpap3,16.008446,Kcnh8,-0.03372674,Hebp1,1.9640627
Ammecr1l,15.467122,Atcayos,0.17086712,Dpyd,0.2153328,Arhgap1,16.222147,Sco2,18.358152,1700104B16Rik,-0.082174316,4930523C07Rik,14.112721,Ndufaf5,7.457292,Utp20,7.526947,Psmd5,16.00773,Rxfp1,-0.03372674,Apaf1,1.9640069
Fdx1l,15.439049,Actn3,0.170579,Irgm2,0.21455052,Glud1,16.216616,Tmem128,18.352106,Gm43154,-0.08218428,Noct,14.105786,Rbm27,7.4572105,Arl6,7.5214133,Ttc39b,16.005203,Has1,-0.03372674,Plaa,1.9626712
Tmem141,15.435516,Rassf9,0.17035207,Rilpl1,0.21433294,Rragc,16.213083,Ccdc6,18.341059,Arhgap4,-0.08238328,Sgk2,14.099368,Melk,7.452389,Ddx49,7.512703,Vps35,16.004818,Gm17509,-0.03372674,Rbmx2,1.9625906
Polk,15.421098,Pcsk2os1,0.16844738,Prox2,0.21356401,Impact,16.158102,Leng1,18.337654,Klk1,-0.08290054,Slc38a7,14.088558,Incenp,7.4500766,Nufip1,7.511719,Cdk16,15.999629,Rsph4a,-0.03372674,Myo1d,1.9614534
Coro1c,15.417845,Tctex1d4,0.16760674,Ccndbp1,0.21313338,Itga1,16.157219,Zfp622,18.319252,Ticam2,-0.08290196,Doxl2,14.084865,Zfp608,7.446256,Atpaf2,7.5080376,G2e3,15.993002,Slc5a4a,-0.03372674,Mob1a,1.95988
Cdk1,15.415105,6720483E21Rik,0.16721028,Mtmr11,0.21215026,Smim20,16.150496,Ugp2,18.315083,Fam184b,-0.08290695,Uhmk1,14.084219,Nfasc,7.445797,Syne2,7.504567,Ep400,15.988381,Gm14406,-0.03372674,Fbxw8,1.9597642
Gspt1,15.414395,Gm26666,0.16685882,Cav3,0.20962332,Ufm1,16.1383,Pcbd2,18.313965,Ccdc63,-0.08290908,Plp2,14.082042,Pcna,7.4439993,Fam162a,7.499758,Zfp534,15.964501,Ffar3,-0.03372674,C1qbp,1.95829
Fem1c,15.413998,Nfkbid,0.1659023,Gm15735,0.20791502,Selt,16.128258,Gm15987,18.297173,Gm36551,-0.08291264,Pitrm1,14.068604,Ppp1r10,7.4430685,Pebp1,7.484208,Ctps,15.960543,Cfap57,-0.03372674,Cd63,1.9574754
Mdh1,15.413307,Ccdc78,0.16258587,Gm44029,0.20738299,Serpinb1a,16.12316,Zzef1,18.288225,Gm3086,-0.082915485,Wars,14.068575,Haus7,7.442703,Nvl,7.483744,Hist1h1b,15.932909,RP23-198F11.3,-0.03372674,Lyrm2,1.9563589
Mad2l1,15.375777,D630008O14Rik,0.16128166,Rnf26,0.20706883,Lclat1,16.109669,Saysd1,18.28818,BC051077,-0.08291691,Tnks2,14.056078,Acsl3,7.4353423,Luc7l3,7.4826093,Taldo1,15.923894,1700042G07Rik,-0.03372674,Reep4,1.9551597
Csnk1g1,15.349065,Gm43568,0.16042702,Rxfp1,0.20699129,Galk1,16.10419,Bcl7b,18.28495,Stat4,-0.08325226,Adamts4,14.050333,Chaf1a,7.416356,Lrrc40,7.4770427,Brd1,15.921334,Hhatl,-0.03372674,2610318N02Rik,1.9551308
Tab2,15.346992,Oaz2,0.15949799,Naglu,0.206818,Tmem9,16.094263,Bag1,18.283735,4933433C11Rik,-0.083380766,Arih1,14.035246,Cuedc1,7.4141827,Nadk,7.4717436,Rheb,15.921008,Gm26711,-0.03372674,Neat1,1.9526807
Zfp386,15.346887,Gm20652,0.15864523,4833422C13Rik,0.2032071,Abhd11os,16.074274,Psmb8,18.275269,Tmem63c,-0.083380766,Elovl1,14.031569,Abi2,7.4134593,G2e3,7.4607573,Psmg2,15.913167,Jchain,-0.03372674,Suds3,1.949598
Znhit3,15.345681,Dnali1,0.15695588,Gm15222,0.20298895,Jund,16.072664,Cnih4,18.272736,Mat1a,-0.083380766,Txnrd2,14.007042,Creb1,7.410532,Usp14,7.4504957,Hdgf,15.904419,Gm16222,-0.03372674,Zscan26,1.9486635
Eif2d,15.310759,Stard9,0.15621416,4833418N02Rik,0.2028762,Nek7,16.072533,Ngf,18.267044,Hhipl2,-0.083380766,Fcho2,14.006504,Mrpl48,7.409053,Prosc,7.442004,Sun1,15.887175,1810063I02Rik,-0.03372674,Eogt,1.9484712
Dnmt3b,15.304047,Iba57,0.15534873,Tnfrsf18,0.20276825,Trim44,16.060879,Ggh,18.25953,Gm19589,-0.083380766,Ccdc124,13.991471,Letmd1,7.405625,Supt6,7.4347386,Vac14,15.882964,Platr1,-0.03372674,Amer1,1.9463187
Csnk2a1,15.301448,Fkbpl,0.155342,Plek,0.20058018,Mon2,16.060246,Dnajc14,18.25772,Gm14459,-0.083380766,Tnfaip8l1,13.979287,Tada1,7.4050255,Haus5,7.4329386,Gmps,15.880275,Spock1,-0.03372674,Ubfd1,1.9460025
Fabp5,15.300553,Gm28727,0.15534039,Hoxb8,0.20019415,Stk3,16.055058,Jagn1,18.252863,Nefl,-0.08344983,Cd63,13.977025,Stk39,7.3971124,Cfl1,7.424452,Zfp820,15.867613,Gm4978,-0.03372674,Fignl2,1.9419004
Scamp1,15.288445,Pde6g,0.1544561,Rasgrp3,0.1988841,Lrch2,16.045986,Fis1,18.247768,Gm9493,-0.0837065,Slc22a18,13.965176,Cdkn3,7.3970304,Txnl1,7.415992,Naa40,15.8544855,Gm38304,-0.03372674,Zc3h13,1.939502
0610009B22Rik,15.286285,C1ql3,0.15387501,Gm15406,0.1977706,Adgra3,16.04554,Stt3b,18.241901,Ccna1,-0.08396459,Kitl,13.961604,Mrpl22,7.3939347,Mnd1,7.4142766,Khsrp,15.847315,Cnih3,-0.03372674,Zmynd8,1.9394069
Gon4l,15.284597,Prex2,0.15329985,Synpo2,0.19663268,Epb41l1,16.036665,Phc2,18.237537,Gm5239,-0.084023334,Alpl,13.948702,Gbas,7.3917985,Fzr1,7.4129395,Slirp,15.833562,Gm15938,-0.03372674,Arrdc4,1.9393986
Snx2,15.278743,D630039A03Rik,0.15227298,Dlx2,0.19184865,Trappc2l,16.028116,Pcmt1,18.235003,Ly6i,-0.08411162,Tlk2,13.934114,Adgrv1,7.390245,Tenm4,7.408216,Ilkap,15.816887,Mmp25,-0.03372674,Rassf4,1.93938
Sh3gl1,15.275977,Cd83,0.14989637,Smad9,0.19170009,Dlg4,16.024574,Galnt10,18.231258,Hhatl,-0.08411518,Spryd7,13.917421,Cblb,7.382959,Ipo4,7.3937297,Aasdhppt,15.814525,Stk32b,-0.03372674,Lcmt1,1.9389375
Pafah1b2,15.273704,Gm7467,0.14898431,Dscaml1,0.19116351,Lamc1,16.01346,Pten,18.22937,Gm17509,-0.084125146,Slain2,13.909269,Selenbp1,7.3756866,Dars,7.392117,Smpd4,15.786465,Cass4,-0.03372674,Kri1,1.9379575
Rpl11,15.272018,Msto1,0.14895736,Scarf2,0.18920638,Arf6,16.013304,Psma2,18.227823,Stk32b,-0.084125146,Ksr1,13.902269,Mrps15,7.375122,Nnt,7.3889394,Armc10,15.785227,Tex38,-0.03372674,Pafah1b1,1.9375192
Ggta1,15.268878,Synpr,0.14852747,BC043934,0.18694872,Trove2,16.008781,Atp6v1h,18.208712,Ptpn22,-0.08433376,mt-Nd1,13.89752,1190007I07Rik,7.365234,Ubl4a,7.385397,Srrm2,15.781778,Cacna1e,-0.03372674,Rap1a,1.936533
Arhgap27,15.26847,Dner,0.14808331,Tha1,0.18624455,Cacfd1,16.006962,Nck1,18.200577,Gm15537,-0.08460894,Cinp,13.892405,C130021I20Rik,7.363479,Lingo3,7.3845572,2700038G22Rik,15.770578,Tomt,-0.03372674,Hdac5,1.9359127
Mrpl40,15.264738,Cst13,0.14663033,Cdip1,0.18533643,Tspan11,15.990632,Gnpnat1,18.197056,3830408C21Rik,-0.08463493,Eif3b,13.872878,Snx12,7.3592772,Ndufb11,7.3835087,Naca,15.751219,Apon,-0.03372674,Nagk,1.9345047
Unc119b,15.257898,Fam111a,0.14542073,Aldh1a1,0.18507822,2410015M20Rik,15.983809,Dpp7,18.192434,Vkorc1,-0.084844604,Gse1,13.862887,Atp1b1,7.3581467,Rgs19,7.3744774,Pole,15.747981,Krt27,-0.03372674,Ctsj,1.9330884
Denr,15.254434,Mocs1,0.14539674,Zfp260,0.1847257,Sdhaf4,15.978298,Tsg101,18.17842,Gm10306,-0.08484746,R3hdm4,13.859887,Rtcb,7.350106,Snrnp48,7.373351,Morn2,15.7464485,Gm3696,-0.03372674,Tcerg1,1.932373
Smarcd2,15.253579,2310047D07Rik,0.14507467,Sspnos,0.18429083,Yif1a,15.974982,Hspa13,18.171103,Slc25a2,-0.084850304,Foxn2,13.842178,Mettl10,7.3435187,Ngrn,7.3610144,Gtf2e1,15.741346,Dlg2,-0.03372674,Fkrp,1.9307954
Gse1,15.250518,Gm16174,0.14465205,E430018J23Rik,0.18164116,Usp47,15.967548,Mapk1,18.15893,Kcnmb4os2,-0.08486526,Ppp1r14b,13.841406,Bambi,7.3412066,Pou6f1,7.360085,Asf1b,15.737369,Gm15107,-0.03372674,Efcab14,1.9301628
Dcun1d1,15.240629,Frat2,0.14349017,Gm17529,0.18005955,Ctif,15.951632,Nfkb2,18.15269,Scn9a,-0.08487095,Tnfrsf23,13.827888,Nup37,7.340131,Dhrs13,7.354349,Cnot3,15.726667,Onecut3,-0.03372674,Nsmce4a,1.9299291
Coq7,15.21415,4921539H07Rik,0.14318506,Synj2,0.17806578,Nr1d1,15.918739,Hadha,18.152279,Acad11,-0.08508632,Ppfia1,13.820494,Celsr1,7.3382254,Krt13,7.350203,Atf4,15.726352,Ly6i,-0.03372674,Tspan31,1.9262779
Nsun2,15.211648,Gm12681,0.14215146,Acvr1,0.17755249,Fam102b,15.915717,Ctdnep1,18.142931,Slc16a5,-0.085319854,Amica1,13.820409,Cenpn,7.337701,Id1,7.340841,Mtmr12,15.719121,Slc5a4b,-0.03372674,Spc24,1.9251386
Bcl10,15.200657,Gm10320,0.14199783,Fbxo4,0.17443357,Bscl2,15.914622,Parp8,18.13281,1700011E24Rik,-0.085319854,Mfsd11,13.818733,Blcap,7.334231,2310011J03Rik,7.319739,Trap1,15.7142315,Gckr,-0.03372674,Blzf1,1.9251242
Ptpn11,15.199164,Tvp23bos,0.14139168,Wfdc17,0.17389728,Hist1h1c,15.911935,Cops2,18.132568,Lrch4,-0.085319854,Hmgxb3,13.817097,Fjx1,7.3302193,Fscn1,7.3170743,Atg14,15.714143,Gm16230,-0.034028936,Kdm2b,1.9246383
Eef1b2,15.196775,Snx32,0.14125288,Cxcr6,0.17371947,Myo1b,15.9023695,Psmd12,18.116226,5031425F14Rik,-0.085319854,Usp39,13.807852,Spats2,7.329311,Adam23,7.3086076,Zfp141,15.713145,Gimap6,-0.03409278,Cep83,1.9243157
Tmed2,15.177933,Stk32b,0.14103027,RP24-118K20.1,0.17285366,Uba5,15.892785,Zfand6,18.111826,Siglece,-0.085319854,Wnk3,13.79848,Ttc9b,7.329061,Rpf1,7.3038545,Alad,15.711176,Hsf4,-0.034283247,Kif14,1.9239973
Hnrnpul1,15.1770525,Pnmal2,0.13992012,Scn5a,0.17274885,Cdc26,15.882941,Stk16,18.110672,Slc47a2,-0.085319854,Srprb,13.796249,Ormdl3,7.3269963,Mrps16,7.3028,Ankrd35,15.687837,Stmnd1,-0.034329,Tprkb,1.923344
Bak1,15.167074,Zfp286,0.13936436,Gm4944,0.17166774,Bag1,15.868882,Cd276,18.10785,RP23-350G1.5,-0.085319854,Ghrh,13.77656,Calm1,7.3150306,Pbx4,7.294779,Ttk,15.683633,Zfp82,-0.034329,Mybl2,1.9208132
Arid1b,15.156865,Veph1,0.13899997,Bmpr2,0.17109822,Phc2,15.863978,Pja1,18.104958,Mogat1,-0.085319854,Fmr1,13.763741,Ldlrad3,7.314102,Chtf18,7.2946568,Spns1,15.679342,Kcna2,-0.034329,Tmem87b,1.9201744
Hspa14,15.148229,Gm37800,0.13858598,Apod,0.17104936,Mr1,15.836605,Mgst3,18.094748,Ocm,-0.085319854,Fndc3a,13.7633915,Bub1b,7.309678,Troap,7.2936006,Nfyc,15.678504,Slc7a11,-0.034329,Mpv17,1.9200338
Zcchc6,15.1452675,Gm20756,0.1384682,Galnt10,0.17094654,Fhl1,15.821231,Hoxb9,18.094078,9330102E08Rik,-0.08532377,Hint3,13.754722,4931428F04Rik,7.308156,Mcph1,7.288816,Cited1,15.66984,Xlr3c,-0.034329,Tsix,1.9190207
Rab38,15.1451235,Znrd1as,0.1349561,Crispld1,0.17083831,Snta1,15.820911,Bre,18.089254,Gm17102,-0.08575702,Cul1,13.752559,Sox13,7.3029275,Melk,7.283351,Katna1,15.66819,Gnb5,-0.034329,Ing5,1.9188945
Lrp8os2,15.139817,Coro7,0.1348642,Gm29157,0.17073832,Gmppa,15.797128,Cbfb,18.068707,AI646519,-0.085781224,G3bp1,13.750379,Kctd12,7.295349,Baz1b,7.2766557,Haus6,15.660419,Gm43337,-0.034329,Bub1b,1.9176271
Ifi27l2a,15.133522,Apobec3,0.13348319,Bglap2,0.16928822,Macf1,15.774301,Aldh7a1,18.066113,Gnb5,-0.08605106,Ube3a,13.74974,Hnrnpm,7.2835054,Fra10ac1,7.275162,1700080O16Rik,15.651314,Gm17590,-0.034329,Bag1,1.9167008
Rexo1,15.130935,Gm10614,0.13233961,Dnajb4,0.16830029,Ykt6,15.770058,Tmed4,18.065544,1700028P14Rik,-0.08605178,Mphosph10,13.740673,Lsm1,7.2834015,Ccnh,7.2610626,Adpgk,15.650371,1600012P17Rik,-0.034329,Slc38a10,1.9163908
Samd10,15.128522,Ccdc148,0.1320445,Man1c1,0.16800544,Plekho1,15.755463,Ptges,18.061876,Spocd1,-0.086053915,Zdhhc13,13.73266,Scube1,7.278589,Prpf4b,7.2475214,Rdx,15.622744,Gm26916,-0.034329,Vwa9,1.9153156
Creb3,15.127423,Gm17541,0.13139226,Cd1d1,0.16788103,Mrgprf,15.752216,Spred1,18.06167,Ryr3,-0.08605462,Sp2,13.718013,Eno1,7.273691,Copz1,7.2453904,Zmym1,15.620617,Cx3cr1,-0.034329,Ralb,1.9149455
Hdac1,15.118965,Gm43703,0.13083193,Steap3,0.16723736,Plvap,15.747951,Mpnd,18.059433,Gm10837,-0.08605747,Junb,13.706505,Pcgf2,7.267839,Zwilch,7.2436275,Ppp2r2d,15.613712,Gm5117,-0.034329,Tnrc6a,1.9131777
Usf2,15.111834,9230111E07Rik,0.1297835,Plppr4,0.16661073,Cdc42ep1,15.743345,1700123O20Rik,18.056883,Irs4,-0.08606531,Cul4a,13.706012,Dpcd,7.265927,2700038G22Rik,7.235957,Atp6v1c1,15.60606,Clec12b,-0.034329,Isg20l2,1.9108104
Sowahb,15.109415,Ino80e,0.12972824,Gm28154,0.16652353,Mgarp,15.740974,Edem1,18.053772,Cx3cr1,-0.08606815,Dusp22,13.692918,Serinc2,7.25745,Taf6,7.23154,Skiv2l2,15.603897,Gm6525,-0.034329,Itpkb,1.9101115
Lrrc41,15.10539,Ppp1r3c,0.12799954,4833413G10Rik,0.16642638,Zfyve21,15.735986,Ubr5,18.046331,Klra2,-0.086434826,Tra2b,13.685341,Zfp36l1,7.256037,Kifc1,7.226958,Dcakd,15.558708,Ryr3,-0.034329,Atxn1l,1.909148
Sprr2a3,15.103077,Rpl7a-ps3,0.12725082,Cyp7b1,0.16594236,Hoxb3,15.722548,Nfkb1,18.03897,Lrrc6,-0.086989455,Gtf2e2,13.678195,Lmx1b,7.256014,Mrps28,7.2165413,Rrp12,15.546192,1700028P14Rik,-0.034329,Ppp1r16b,1.9090943
Trim41,15.102343,4930556M19Rik-1,0.12630157,Ccpg1,0.16570346,Ddit3,15.69616,Ubl7,18.038965,Cybrd1,-0.08708593,Gm20442,13.673921,2310033P09Rik,7.255861,Zfp511,7.207478,Nit2,15.534903,Spocd1,-0.034329,Lrrc39,1.9083107
Ldhb,15.0983515,Nmnat3,0.12624471,Samd12,0.1655549,Scyl1,15.691327,1110004F10Rik,18.033663,Gm43159,-0.08716105,E2f4,13.666933,Gtf2h5,7.2550664,Ncapg,7.2015023,Rabepk,15.532941,Hao1,-0.034329,Akip1,1.9049054
Churc1,15.098075,Armc3,0.124296345,Chl1,0.16509189,Lrp5,15.675203,Rin1,18.031187,Sema3g,-0.08725894,Kpna6,13.652,Eif4e,7.2495346,Rpgrip1,7.1673374,Kpnb1,15.521459,Gm10837,-0.034329,Nucb1,1.9038241
Mgea5,15.094829,Aifm3,0.123919025,Ccdc102a,0.1631518,Mgrn1,15.672756,R3hcc1,18.030624,Zyg11a,-0.08725894,Sema4d,13.644291,Vrk3,7.2487793,Pcmt1,7.16613,Map2k2,15.514098,Gm34086,-0.034329,Cgrrf1,1.9033858
Rps15a,15.094266,Epgn,0.12321477,Pmepa1os,0.16189203,Mageh1,15.643836,Ptk2b,18.029432,Rhox2b,-0.08725894,Faf1,13.64362,Exosc2,7.2341638,Hnrnpl,7.1535993,Nup85,15.49446,Irs4,-0.034329,Cdkn2aip,1.9027282
Lama3,15.093309,A730049H05Rik,0.12276225,Zfp455,0.15962186,Tfg,15.639951,Psenen,18.021767,Ccr7,-0.08725894,Aimp2,13.64007,Snx6,7.225125,Apoo,7.151495,Spata5,15.489147,Ccdc182,-0.034329,Srsf5,1.9020997
Slc25a51,15.080648,4930556M19Rik,0.1223515,RP24-159C12.10,0.15876772,Nucb2,15.630339,Pdpn,18.01045,Krt32,-0.08725894,Shtn1,13.636294,Mri1,7.219212,Pnpo,7.1464057,Mta3,15.483159,Gm12790,-0.034329,Wbp11,1.8992195
Apool,15.07151,Megf10,0.12051715,Plk5,0.15848991,Clip2,15.628854,Tmem167b,18.00845,Nlrp5,-0.08725894,Fgfr1op2,13.636125,Senp6,7.2144833,Cldn9,7.1350403,Bpnt1,15.466032,Fbxo43,-0.034329,F11r,1.8966786
Pcdh1,15.0559,Rpl36-ps3,0.12037161,Epha3,0.1584794,Dnajc1,15.617456,Preb,18.002731,Gm15821,-0.08725894,Col4a2,13.635752,Eme1,7.2088456,3110009E18Rik,7.1333475,Etfb,15.460169,Casp1,-0.034434345,Gins4,1.8959982
Chtop,15.049907,Gm34086,0.119675174,Rrad,0.15803684,Slc25a51,15.614413,Pgm3,17.983318,Gm12510,-0.08725894,Pros1,13.632005,Kif11,7.2086325,Trip6,7.1301494,Prdx1,15.450546,Fbp1,-0.034931265,Ddx19a,1.8956386
Map3k9,15.04378,Pcp4,0.11839846,Shpk,0.15643962,Bicd2,15.612818,0610012G03Rik,17.97159,Hist1h2aa,-0.08725894,Epc2,13.627762,Snrnp27,7.201833,Npnt,7.12736,Eef2,15.445796,9530052E02Rik,-0.034931265,Fbxo5,1.8941623
Actl6a,15.039929,Bmp2,0.11809633,Rnase10,0.15629588,Krcc1,15.6084585,Aif1l,17.940838,4930533K18Rik,-0.08725894,Tm9sf2,13.617411,Ubqln2,7.2015357,Casc5,7.120389,Cpsf3l,15.438517,Fgg,-0.034931265,Adamts1,1.8941581
Ube2l3,15.038682,Gm44170,0.118080154,Kcnj14,0.15615697,Arfip1,15.604034,Fam3c,17.93976,Gm20652,-0.087489985,Lrrc8b,13.613169,Zfp2,7.199412,Tcea1,7.1091404,Igf2bp3,15.430967,Dnah6,-0.034931265,Ube2q1,1.8926654
Hsbp1l1,15.030621,Fbxw10,0.117240064,Il18bp,0.15586469,Rb1cc1,15.601658,Piezo2,17.93263,Gm14285,-0.08750849,Fblim1,13.612914,Cntrl,7.183756,Gtpbp1,7.1001124,Nubp2,15.422856,Zfp287,-0.034931265,Gars,1.8904221
Timm17a,15.02405,Dnah6,0.11689589,Hlx,0.15486056,Gda,15.575429,Oaz2,17.928806,Samd13,-0.087511346,Gapvd1,13.59266,Midn,7.1816435,Ggh,7.0958877,Rab27a,15.419192,Gm20383,-0.034931265,Lmbr1l,1.8894833
Psma5,15.023309,Gm26759,0.11642234,Abca9,0.15230776,Arl3,15.570193,Agpat4,17.926123,Zfp287,-0.087989084,1600015I10Rik,13.570365,Mrpl40,7.179858,Fam118b,7.094509,Nubpl,15.417341,Nol4,-0.034931265,Foxk2,1.8888714
Mmp14,15.014926,Cngb1,0.1152246,9130213A22Rik,0.15224896,Bin1,15.567474,Zc3h12a,17.921646,Rpl21-ps4,-0.08799621,Cs,13.56421,Mcm6,7.177217,Vmac,7.0890317,Ndufa8,15.403326,Kcnh3,-0.034931265,Fam179b,1.8879224
BC004004,15.013244,Apela,0.115138896,Gm28551,0.15223078,Gba,15.554298,Smtn,17.91495,A730049H05Rik,-0.08824611,Ankrd2,13.561453,Narf,7.1752625,Prim2,7.0858746,Elp3,15.393616,Zfp663,-0.034931265,2700060E02Rik,1.8868349
Gatsl3,15.012908,Zfp74,0.114027664,Gm43949,0.15199217,Slc16a1,15.553193,Cul5,17.908422,B930036N10Rik,-0.08835326,Pex19,13.553765,B3gat3,7.168568,Twf2,7.0796757,Tprn,15.377831,Fabp2,-0.034931265,Dcaf6,1.8859499
Taf7,15.004646,Gm15510,0.11346572,Ppargc1a,0.15174647,2010320M18Rik,15.550196,Ufsp2,17.893147,3110039M20Rik-1,-0.088354334,Med15,13.552966,Rbm18,7.1668262,Nsl1,7.0780625,Msmo1,15.376766,Gm5152,-0.034931265,Ccnd3,1.8847921
Ltv1,15.0037155,Cd70,0.11243049,Kiz,0.15112467,Cdk5rap3,15.545155,Klf3,17.890154,B9d1os,-0.08840417,Sun1,13.540909,Wdr76,7.164403,Ccar1,7.0692005,Gm12866,15.368017,2210011K15Rik,-0.034931265,Ppib,1.8812317
Vamp7,14.995708,Rac2,0.111482866,F420014N23Rik,0.14874232,Sgpp1,15.534276,Adrm1,17.886057,9530052C20Rik,-0.08871424,Ythdf3,13.535667,Kin,7.162168,Agpat2,7.0687437,Apom,15.3633175,Rpl21-ps4,-0.034931265,Yipf6,1.8810291
Ap2m1,14.995453,1700019G17Rik,0.111324385,Slc33a1,0.14704283,Dctn4,15.526345,Mrpl51,17.876719,Gm43140,-0.088727765,Stambp,13.533644,Aimp1,7.161611,M6pr,7.0686545,Mnat1,15.349565,Psg28,-0.034931265,Rnf128,1.8801173
Prmt1,14.994944,Slc38a5,0.11100959,Cyp2f2,0.14618129,Cbr3,15.509687,Dynll2,17.874813,Ppara,-0.08919803,Ankrd33b,13.529986,Apopt1,7.155119,Trmt61a,7.0686283,Sart3,15.34047,Hemgn,-0.034931265,Khk,1.8767927
Tomm70a,14.9885,Acad10,0.11088372,Gm5117,0.14591825,Nrbp1,15.494312,Tab2,17.866625,Xpnpep2,-0.08919803,Eif4enif1,13.526103,Zic4,7.153504,Rbmx2,7.0385995,Zfp951,15.324257,Atf7,-0.034931265,Rnf167,1.8767182
Hnrnpm,14.983815,Slc6a15,0.10958572,Lncpint,0.14511181,Smad4,15.491444,Nfat5,17.861351,5830473C10Rik,-0.08919803,Usmg5,13.513816,Med8,7.148448,Mtfr1l,7.0355844,Ppp1cc,15.322549,Gm15138,-0.034931265,Prr11,1.8747809
Gtf2i,14.981126,Lbx2,0.10875452,Hoxb2,0.14501552,Pbx3,15.481715,Tcirg1,17.851887,Mroh2b,-0.08919803,Ramp1,13.512621,Pom121,7.1437716,Sh3rf2,7.0214205,Ocrl,15.321586,Robo4,-0.034931265,Dnajb9,1.8715369
Trp53inp1,14.972266,G6b,0.10838986,Ereg,0.14427756,Sqrdl,15.476263,Bmp4,17.845016,Gm13025,-0.08919803,Tbc1d15,13.509884,Irx5,7.143653,Hus1,7.019881,Zfp296,15.320705,Sorcs3,-0.034931265,Arrdc3,1.8683301
Traf3ip2,14.968893,Zfp369,0.10826507,Mfap4,0.1430638,Fut11,15.468082,Setbp1,17.844746,Gm13179,-0.08919803,Ranbp3,13.506425,Socs3,7.1403313,Cdc45,7.0081806,Gltscr1l,15.314555,Fam179a,-0.034931265,Dennd6a,1.8675237
Tcp1,14.966887,D130051D11Rik,0.10818557,Per3,0.14270872,Zfp516,15.464484,Wipi2,17.838331,BC107364,-0.08919803,Gnpnat1,13.488087,Nrxn1,7.1392527,2210016L21Rik,6.985766,Rad17,15.3099,Tulp4,-0.035017457,Pemt,1.8666202
Shoc2,14.958121,Smim20-1,0.10802628,Gm26797,0.14112115,Mvp,15.450801,Lmo4,17.836004,Bpifb1,-0.08919803,Tnpo2,13.483747,Glul,7.1319184,Prpf8,6.9786606,Heatr1,15.297438,Ccdc172,-0.035158977,Mknk2,1.864594
Maml3,14.952536,A930007I19Rik,0.10801712,Syt3,0.14106376,Ap2a2,15.438479,Amotl1,17.820045,Akr1c21,-0.08919803,Zfp687,13.478984,Rfk,7.13128,L3mbtl2,6.9739714,Atp5g2,15.293238,Gm1070,-0.03519941,Atxn7l3,1.8601838
Supt16,14.949574,1810012K16Rik,0.107321486,Ccdc109b,0.1407621,Bcl2l11,15.424994,Atf1,17.809963,Gm5930,-0.08919803,Bysl,13.47753,Tmem106c,7.12722,Nol10,6.9731135,Etv4,15.293171,Sprtn,-0.035203665,Tnpo3,1.8564043
Acot2,14.946994,Pja1,0.10708431,2300005B03Rik,0.13605447,Mgst1,15.405087,Slc3a2,17.80668,2410021H03Rik,-0.08919803,Soga1,13.476908,Pnkd,7.114793,Enox2,6.967908,Car2,15.289577,Itih2,-0.03535902,Huwe1,1.852112
Uaca,14.944177,C030037D09Rik,0.107077844,Il20ra,0.13399763,Ptpn11,15.389527,Cyp2j6,17.806198,Ccdc81,-0.08919803,Phf8,13.476907,Rab11b,7.11012,Cox18,6.962969,Kifc1,15.284983,Gm42765,-0.03553353,Mtmr2,1.8515042
Tex30,14.938511,Coq9,0.10615447,Gm13112,0.13279979,Fam173a,15.386158,3110040N11Rik,17.785522,Havcr2,-0.08919803,Ccnf,13.472589,E530001K10Rik,7.1034546,Myl12b,6.9502883,Stag3,15.278581,Otop1,-0.03553353,Rnf146,1.847061
Foxo4,14.938404,Gm9918,0.10514889,Sema5a,0.13270633,Cmc1,15.383135,Cdh13,17.780834,Kcnt1,-0.08965797,Dlx3,13.471502,Ptprg,7.0928297,Csnk2b,6.935948,Sdf2l1,15.274845,BC021891,-0.03553353,Selt,1.84599
Iws1,14.932127,Tgm5,0.10491225,Taok3,0.13100427,Tspan9,15.379938,Max,17.779924,Ptgds,-0.08970069,Scamp2,13.458334,Anapc13,7.090895,Fastkd3,6.93581,Dkkl1,15.270981,Gm16863,-0.03553353,Snx21,1.8452312
Mlf2,14.929861,Gm15226,0.10483383,Opn1sw,0.129732,Fbxo4,15.378691,Manbal,17.77506,Dpep3,-0.089927815,Gspt1,13.454408,Ndufaf6,7.0819654,Rad9a,6.930361,Scarb1,15.255881,Otud7a,-0.03553353,B4galt5,1.8449314
